entity_id,event_id,risk_score,anomaly_type,explanation,top_contributing_features
USR-000027,EVT-0045422,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (42.208.165.101, 72.101.172.237, 89.209.43.53) made 34 auth attempts against 34 distinct entity_ids within 30 min (31/34 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""42.208.165.101"", ""72.101.172.237"", ""89.209.43.53""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 31, ""cluster_failure_rate"": 0.912, ""window_minutes"": 30}"
DEV-000021,EVT-0007378,1.0,lateral_movement,"lateral_movement: accessed 4 resources outside this entity's normal set within 20 min (email -> chat-app -> wifi-portal -> shared-drive-marketing), escalating toward less common resources (global access frequency 0.035 -> 0.030)","{""novel_resource_chain"": [""email"", ""chat-app"", ""wifi-portal"", ""shared-drive-marketing""], ""chain_length"": 4, ""lookback_minutes"": 20, ""global_frequency_first"": 0.0348, ""global_frequency_last"": 0.0304}"
SVC-000014,EVT-0008555,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000003,EVT-0020149,1.0,credential_stuffing,"credential_stuffing: a cluster of 4 related source_ips (11.75.182.178, 210.36.246.64, 9.189.215.186, 91.24.147.11) made 17 auth attempts against 17 distinct entity_ids within 30 min (14/17 = 82% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""11.75.182.178"", ""210.36.246.64"", ""9.189.215.186"", ""91.24.147.11""], ""active_ip_cluster_size"": 4, ""cluster_distinct_entities"": 17, ""cluster_total_attempts"": 17, ""cluster_failed_attempts"": 14, ""cluster_failure_rate"": 0.824, ""window_minutes"": 30}"
USR-000170,EVT-0044955,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (197.82.137.193, 45.74.219.178, 69.178.56.245) made 34 auth attempts against 34 distinct entity_ids within 30 min (29/34 = 85% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""197.82.137.193"", ""45.74.219.178"", ""69.178.56.245""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.853, ""window_minutes"": 30}"
USR-000078,EVT-0011306,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000080,EVT-0032741,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (167.175.108.212, 37.62.112.229, 77.62.183.184) made 18 auth attempts against 18 distinct entity_ids within 30 min (17/18 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""167.175.108.212"", ""37.62.112.229"", ""77.62.183.184""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 18, ""cluster_total_attempts"": 18, ""cluster_failed_attempts"": 17, ""cluster_failure_rate"": 0.944, ""window_minutes"": 30}"
DEV-000019,EVT-0036420,1.0,lateral_movement,"lateral_movement: accessed 5 resources outside this entity's normal set within 20 min (shared-drive-marketing -> email -> ci-cd-pipeline -> hr-portal -> payroll-db-prod), escalating toward less common resources (global access frequency 0.030 -> 0.017)","{""novel_resource_chain"": [""shared-drive-marketing"", ""email"", ""ci-cd-pipeline"", ""hr-portal"", ""payroll-db-prod""], ""chain_length"": 5, ""lookback_minutes"": 20, ""global_frequency_first"": 0.0304, ""global_frequency_last"": 0.0173}"
USR-000034,EVT-0044970,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (197.82.137.193, 45.74.219.178, 69.178.56.245) made 34 auth attempts against 34 distinct entity_ids within 30 min (29/34 = 85% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""197.82.137.193"", ""45.74.219.178"", ""69.178.56.245""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.853, ""window_minutes"": 30}"
USR-000094,EVT-0045428,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (42.208.165.101, 72.101.172.237, 89.209.43.53) made 34 auth attempts against 34 distinct entity_ids within 30 min (31/34 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""42.208.165.101"", ""72.101.172.237"", ""89.209.43.53""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 31, ""cluster_failure_rate"": 0.912, ""window_minutes"": 30}"
USR-000158,EVT-0032762,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (167.175.108.212, 37.62.112.229, 77.62.183.184) made 18 auth attempts against 18 distinct entity_ids within 30 min (17/18 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""167.175.108.212"", ""37.62.112.229"", ""77.62.183.184""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 18, ""cluster_total_attempts"": 18, ""cluster_failed_attempts"": 17, ""cluster_failure_rate"": 0.944, ""window_minutes"": 30}"
USR-000155,EVT-0006513,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
SVC-000044,EVT-0030034,1.0,brute_force,brute_force: 29 failed auth_result attempts from source_ip=137.204.213.156 within 10 min of this event (threshold=4) + source_ip never seen before for this entity,"{""failed_auth_count_in_window"": 29, ""window_minutes"": 10, ""source_ip"": ""137.204.213.156"", ""source_ip_novel_for_entity"": true}"
USR-000076,EVT-0008255,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (136.48.60.157, 21.203.221.109) made 38 auth attempts against 38 distinct entity_ids within 30 min (35/38 = 92% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""136.48.60.157"", ""21.203.221.109""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 38, ""cluster_total_attempts"": 38, ""cluster_failed_attempts"": 35, ""cluster_failure_rate"": 0.921, ""window_minutes"": 30}"
USR-000156,EVT-0013718,1.0,credential_misuse,"credential_misuse: new device_fingerprint (mac=06:b0:53:84:2e:91) + unusual geo_location (Warsaw, Poland, outside this entity's typical set) + off-hours login (hour=20, baseline probability=0.023 < 0.03) occurring together + part of a 2-event cluster sharing this device+location within 15 min","{""device_novel_for_entity"": true, ""mac_address"": ""06:b0:53:84:2e:91"", ""geo_novel_for_entity"": true, ""geo_location"": ""Warsaw, Poland"", ""off_hours"": true, ""hour"": 20, ""hour_probability_in_baseline"": 0.0227, ""cluster_size_same_device_and_geo"": 2, ""cluster_window_minutes"": 15}"
USR-000061,EVT-0008256,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (136.48.60.157, 21.203.221.109) made 38 auth attempts against 38 distinct entity_ids within 30 min (35/38 = 92% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""136.48.60.157"", ""21.203.221.109""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 38, ""cluster_total_attempts"": 38, ""cluster_failed_attempts"": 35, ""cluster_failure_rate"": 0.921, ""window_minutes"": 30}"
USR-000051,EVT-0008286,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (136.48.60.157, 21.203.221.109) made 38 auth attempts against 38 distinct entity_ids within 30 min (35/38 = 92% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""136.48.60.157"", ""21.203.221.109""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 38, ""cluster_total_attempts"": 38, ""cluster_failed_attempts"": 35, ""cluster_failure_rate"": 0.921, ""window_minutes"": 30}"
SVC-000044,EVT-0030032,1.0,brute_force,brute_force: 29 failed auth_result attempts from source_ip=137.204.213.156 within 10 min of this event (threshold=4) + source_ip never seen before for this entity,"{""failed_auth_count_in_window"": 29, ""window_minutes"": 10, ""source_ip"": ""137.204.213.156"", ""source_ip_novel_for_entity"": true}"
SVC-000044,EVT-0030667,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
SVC-000009,EVT-0030761,1.0,lateral_movement,"lateral_movement: accessed 4 resources outside this entity's normal set within 20 min (device-heartbeat-service -> printer-service -> email -> hr-portal), escalating toward less common resources (global access frequency 0.102 -> 0.039)","{""novel_resource_chain"": [""device-heartbeat-service"", ""printer-service"", ""email"", ""hr-portal""], ""chain_length"": 4, ""lookback_minutes"": 20, ""global_frequency_first"": 0.1019, ""global_frequency_last"": 0.039}"
USR-000182,EVT-0044973,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (197.82.137.193, 45.74.219.178, 69.178.56.245) made 34 auth attempts against 34 distinct entity_ids within 30 min (29/34 = 85% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""197.82.137.193"", ""45.74.219.178"", ""69.178.56.245""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.853, ""window_minutes"": 30}"
SVC-000041,EVT-0016068,1.0,impossible_travel,"impossible_travel: geo-velocity of 46,654 km/h between Jakarta, Indonesia and Bangalore, India over 0.08h (comparing to the previous event for this entity), exceeding the 900 km/h plausibility ceiling + new device fingerprint","{""geo_velocity_kmh"": 46654.3, ""distance_km"": 3871.7, ""time_delta_hours"": 0.083, ""compared_to_event"": ""previous"", ""other_geo_location"": ""Jakarta, Indonesia"", ""device_fingerprint_changed"": true}"
USR-000196,EVT-0008279,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (136.48.60.157, 21.203.221.109) made 38 auth attempts against 38 distinct entity_ids within 30 min (35/38 = 92% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""136.48.60.157"", ""21.203.221.109""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 38, ""cluster_total_attempts"": 38, ""cluster_failed_attempts"": 35, ""cluster_failure_rate"": 0.921, ""window_minutes"": 30}"
USR-000186,EVT-0014557,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000024,EVT-0038409,1.0,credential_misuse,"credential_misuse: new device_fingerprint (mac=5e:a8:b7:e0:89:2f) + unusual geo_location (Sydney, Australia, outside this entity's typical set) + off-hours login (hour=1, baseline probability=0.009 < 0.03) occurring together + part of a 3-event cluster sharing this device+location within 15 min","{""device_novel_for_entity"": true, ""mac_address"": ""5e:a8:b7:e0:89:2f"", ""geo_novel_for_entity"": true, ""geo_location"": ""Sydney, Australia"", ""off_hours"": true, ""hour"": 1, ""hour_probability_in_baseline"": 0.0092, ""cluster_size_same_device_and_geo"": 3, ""cluster_window_minutes"": 15}"
USR-000024,EVT-0014775,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (200.185.156.94, 219.121.164.109, 94.228.37.11) made 29 auth attempts against 29 distinct entity_ids within 30 min (29/29 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""200.185.156.94"", ""219.121.164.109"", ""94.228.37.11""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 29, ""cluster_total_attempts"": 29, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
USR-000005,EVT-0045455,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (42.208.165.101, 72.101.172.237, 89.209.43.53) made 34 auth attempts against 34 distinct entity_ids within 30 min (31/34 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""42.208.165.101"", ""72.101.172.237"", ""89.209.43.53""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 31, ""cluster_failure_rate"": 0.912, ""window_minutes"": 30}"
DEV-000019,EVT-0036422,1.0,lateral_movement,"lateral_movement: accessed 6 resources outside this entity's normal set within 20 min (shared-drive-marketing -> email -> ci-cd-pipeline -> hr-portal -> payroll-db-prod -> secrets-vault), escalating toward less common resources (global access frequency 0.030 -> 0.016)","{""novel_resource_chain"": [""shared-drive-marketing"", ""email"", ""ci-cd-pipeline"", ""hr-portal"", ""payroll-db-prod"", ""secrets-vault""], ""chain_length"": 6, ""lookback_minutes"": 20, ""global_frequency_first"": 0.0304, ""global_frequency_last"": 0.0161}"
SVC-000008,EVT-0004472,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
SVC-000044,EVT-0030033,1.0,brute_force,brute_force: 29 failed auth_result attempts from source_ip=137.204.213.156 within 10 min of this event (threshold=4) + source_ip never seen before for this entity,"{""failed_auth_count_in_window"": 29, ""window_minutes"": 10, ""source_ip"": ""137.204.213.156"", ""source_ip_novel_for_entity"": true}"
USR-000046,EVT-0045426,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (42.208.165.101, 72.101.172.237, 89.209.43.53) made 34 auth attempts against 34 distinct entity_ids within 30 min (31/34 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""42.208.165.101"", ""72.101.172.237"", ""89.209.43.53""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 31, ""cluster_failure_rate"": 0.912, ""window_minutes"": 30}"
USR-000023,EVT-0045414,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (42.208.165.101, 72.101.172.237, 89.209.43.53) made 34 auth attempts against 34 distinct entity_ids within 30 min (31/34 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""42.208.165.101"", ""72.101.172.237"", ""89.209.43.53""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 31, ""cluster_failure_rate"": 0.912, ""window_minutes"": 30}"
USR-000002,EVT-0002936,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000102,EVT-0021166,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (199.140.254.107, 32.138.171.118, 83.140.166.210) made 22 auth attempts against 22 distinct entity_ids within 30 min (22/22 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""199.140.254.107"", ""32.138.171.118"", ""83.140.166.210""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 22, ""cluster_total_attempts"": 22, ""cluster_failed_attempts"": 22, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
USR-000044,EVT-0043082,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000014,EVT-0045410,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (42.208.165.101, 72.101.172.237, 89.209.43.53) made 34 auth attempts against 34 distinct entity_ids within 30 min (31/34 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""42.208.165.101"", ""72.101.172.237"", ""89.209.43.53""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 31, ""cluster_failure_rate"": 0.912, ""window_minutes"": 30}"
USR-000014,EVT-0019590,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000120,EVT-0014771,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (200.185.156.94, 219.121.164.109, 94.228.37.11) made 29 auth attempts against 29 distinct entity_ids within 30 min (29/29 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""200.185.156.94"", ""219.121.164.109"", ""94.228.37.11""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 29, ""cluster_total_attempts"": 29, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
SVC-000009,EVT-0031002,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
SVC-000033,EVT-0011152,1.0,brute_force,brute_force: 8 failed auth_result attempts from source_ip=179.246.196.53 within 10 min of this event (threshold=4) + source_ip never seen before for this entity,"{""failed_auth_count_in_window"": 8, ""window_minutes"": 10, ""source_ip"": ""179.246.196.53"", ""source_ip_novel_for_entity"": true}"
DEV-000019,EVT-0024197,1.0,brute_force,brute_force: 5 failed auth_result attempts from source_ip=142.122.192.226 within 10 min of this event (threshold=4) + source_ip never seen before for this entity,"{""failed_auth_count_in_window"": 5, ""window_minutes"": 10, ""source_ip"": ""142.122.192.226"", ""source_ip_novel_for_entity"": true}"
USR-000015,EVT-0044958,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (197.82.137.193, 45.74.219.178, 69.178.56.245) made 34 auth attempts against 34 distinct entity_ids within 30 min (29/34 = 85% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""197.82.137.193"", ""45.74.219.178"", ""69.178.56.245""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.853, ""window_minutes"": 30}"
USR-000027,EVT-0014781,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (200.185.156.94, 219.121.164.109, 94.228.37.11) made 29 auth attempts against 29 distinct entity_ids within 30 min (29/29 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""200.185.156.94"", ""219.121.164.109"", ""94.228.37.11""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 29, ""cluster_total_attempts"": 29, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
USR-000051,EVT-0037191,1.0,credential_misuse,"credential_misuse: new device_fingerprint (mac=92:74:1f:c6:d6:f3) + unusual geo_location (Toronto, Canada, outside this entity's typical set) + off-hours login (hour=21, baseline probability=0.009 < 0.03) occurring together + part of a 3-event cluster sharing this device+location within 15 min","{""device_novel_for_entity"": true, ""mac_address"": ""92:74:1f:c6:d6:f3"", ""geo_novel_for_entity"": true, ""geo_location"": ""Toronto, Canada"", ""off_hours"": true, ""hour"": 21, ""hour_probability_in_baseline"": 0.0092, ""cluster_size_same_device_and_geo"": 3, ""cluster_window_minutes"": 15}"
USR-000183,EVT-0008281,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (136.48.60.157, 21.203.221.109) made 38 auth attempts against 38 distinct entity_ids within 30 min (35/38 = 92% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""136.48.60.157"", ""21.203.221.109""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 38, ""cluster_total_attempts"": 38, ""cluster_failed_attempts"": 35, ""cluster_failure_rate"": 0.921, ""window_minutes"": 30}"
SVC-000041,EVT-0009633,1.0,impossible_travel,"impossible_travel: geo-velocity of 8,218 km/h between Stockholm, Sweden and Bangalore, India over 0.86h (comparing to the previous event for this entity), exceeding the 900 km/h plausibility ceiling + new device fingerprint","{""geo_velocity_kmh"": 8217.8, ""distance_km"": 7068.2, ""time_delta_hours"": 0.86, ""compared_to_event"": ""previous"", ""other_geo_location"": ""Stockholm, Sweden"", ""device_fingerprint_changed"": true}"
DEV-000015,EVT-0005322,1.0,lateral_movement,"lateral_movement: accessed 6 resources outside this entity's normal set within 20 min (printer-service -> shared-drive-marketing -> ticketing-system -> ci-cd-pipeline -> hr-portal -> domain-controller-01), escalating toward less common resources (global access frequency 0.028 -> 0.012)","{""novel_resource_chain"": [""printer-service"", ""shared-drive-marketing"", ""ticketing-system"", ""ci-cd-pipeline"", ""hr-portal"", ""domain-controller-01""], ""chain_length"": 6, ""lookback_minutes"": 20, ""global_frequency_first"": 0.0282, ""global_frequency_last"": 0.0119}"
SVC-000053,EVT-0017362,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000163,EVT-0032764,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (167.175.108.212, 37.62.112.229, 77.62.183.184) made 18 auth attempts against 18 distinct entity_ids within 30 min (17/18 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""167.175.108.212"", ""37.62.112.229"", ""77.62.183.184""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 18, ""cluster_total_attempts"": 18, ""cluster_failed_attempts"": 17, ""cluster_failure_rate"": 0.944, ""window_minutes"": 30}"
USR-000134,EVT-0023686,1.0,lateral_movement,"lateral_movement: accessed 5 resources outside this entity's normal set within 20 min (chat-app -> email -> hr-portal -> admin-console -> domain-controller-01), escalating toward less common resources (global access frequency 0.042 -> 0.012)","{""novel_resource_chain"": [""chat-app"", ""email"", ""hr-portal"", ""admin-console"", ""domain-controller-01""], ""chain_length"": 5, ""lookback_minutes"": 20, ""global_frequency_first"": 0.0416, ""global_frequency_last"": 0.0119}"
SVC-000036,EVT-0009244,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000072,EVT-0021198,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (199.140.254.107, 32.138.171.118, 83.140.166.210) made 22 auth attempts against 22 distinct entity_ids within 30 min (22/22 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""199.140.254.107"", ""32.138.171.118"", ""83.140.166.210""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 22, ""cluster_total_attempts"": 22, ""cluster_failed_attempts"": 22, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
USR-000148,EVT-0032757,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (167.175.108.212, 37.62.112.229, 77.62.183.184) made 18 auth attempts against 18 distinct entity_ids within 30 min (17/18 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""167.175.108.212"", ""37.62.112.229"", ""77.62.183.184""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 18, ""cluster_total_attempts"": 18, ""cluster_failed_attempts"": 17, ""cluster_failure_rate"": 0.944, ""window_minutes"": 30}"
USR-000080,EVT-0008670,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (219.247.18.137, 42.44.154.198, 7.65.226.136) made 32 auth attempts against 32 distinct entity_ids within 30 min (29/32 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""219.247.18.137"", ""42.44.154.198"", ""7.65.226.136""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 32, ""cluster_total_attempts"": 32, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.906, ""window_minutes"": 30}"
USR-000115,EVT-0032769,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (167.175.108.212, 37.62.112.229, 77.62.183.184) made 18 auth attempts against 18 distinct entity_ids within 30 min (17/18 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""167.175.108.212"", ""37.62.112.229"", ""77.62.183.184""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 18, ""cluster_total_attempts"": 18, ""cluster_failed_attempts"": 17, ""cluster_failure_rate"": 0.944, ""window_minutes"": 30}"
USR-000155,EVT-0003603,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000028,EVT-0008685,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (219.247.18.137, 42.44.154.198, 7.65.226.136) made 32 auth attempts against 32 distinct entity_ids within 30 min (29/32 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""219.247.18.137"", ""42.44.154.198"", ""7.65.226.136""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 32, ""cluster_total_attempts"": 32, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.906, ""window_minutes"": 30}"
USR-000076,EVT-0020141,1.0,credential_stuffing,"credential_stuffing: a cluster of 4 related source_ips (11.75.182.178, 210.36.246.64, 9.189.215.186, 91.24.147.11) made 17 auth attempts against 17 distinct entity_ids within 30 min (14/17 = 82% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""11.75.182.178"", ""210.36.246.64"", ""9.189.215.186"", ""91.24.147.11""], ""active_ip_cluster_size"": 4, ""cluster_distinct_entities"": 17, ""cluster_total_attempts"": 17, ""cluster_failed_attempts"": 14, ""cluster_failure_rate"": 0.824, ""window_minutes"": 30}"
USR-000180,EVT-0021174,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (199.140.254.107, 32.138.171.118, 83.140.166.210) made 22 auth attempts against 22 distinct entity_ids within 30 min (22/22 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""199.140.254.107"", ""32.138.171.118"", ""83.140.166.210""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 22, ""cluster_total_attempts"": 22, ""cluster_failed_attempts"": 22, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
USR-000032,EVT-0045417,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (42.208.165.101, 72.101.172.237, 89.209.43.53) made 34 auth attempts against 34 distinct entity_ids within 30 min (31/34 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""42.208.165.101"", ""72.101.172.237"", ""89.209.43.53""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 31, ""cluster_failure_rate"": 0.912, ""window_minutes"": 30}"
